web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,Bdroom,Bath,Description,Province,PropertyType,PublishedDate,page,page-href
"1594175661-1069","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.950 Departamento en Venta en Providencia 3 dormitorios 2 baños / Avsa S.A.","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-2-banos-codR96677950-0L0-102015112.html","6.950 UF","M2 construidos: 117","Dormitorios: 3","Baños: 2","EXCELENTE INVERSIÓN, PRECIOSO, LUMINOSO, REMODELADO, A PASOS METRO TOBALABA Y BARRIO EL GOLF 6° PISO , ORIENTACIÓN ORIENTE.  Hall de entrada, living comedor semi separados. Cocina y logia. Pieza y baño de servicio, o 4° dormitorio o escritorio. 3 Amplios dormitorios. Pieza de servicio que puede ser planchado o escritorio.  1 Bodega, no tiene estacionamiento pero se puede arrendar el actual. Todo el departamento con piso de parquet restaurado.","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175674-1073","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 195.000.000 Departamento en Venta en Providencia 3 dormitorios 3 baños / Banco Propiedades","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-3-banos-codR86280100-8L0-4588606.html","$195.000.000","M2 construidos: 105","Dormitorios: 3","Baños: 3","Hermoso departamento en sector Metro Los Leones. Se ingresa un amplio living-comedor. La Suite es de gran tamaño apto para una cama king y hay espacio suficiente para poner otros muebles, tiene walking closet , El otro dormitorio es de buen tamaño . La ´pieza de servicio con colset y baño , estacionamiento, bodega. El edificio cuenta con conserjería las 24 horas del día para mayor seguridad.  Se recomienda visitar, comunicarse al 222314349   Terminaciones  Piso baños: cerámica Piso dormitorios: cerámica  Características propiedad  cocina americana, escritorio  Características comunidad  accesos controlados, citófono  Gastos  Gastos comunes: $ 200.000  Otros suministros  internet, tv cable, wi-fi  Estacionamientos y bodegas   Estacionamientos: 1 Bodegas: 1","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175693-1077","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.100 Departamento en Venta en Providencia 3 dormitorios 2 baños / ALTO ANDES","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-2-banos-codR76565409-2L0-102001684.html","6.100 UF","M2 construidos: 100","Dormitorios: 3","Baños: 2","Departamento en venta con excelente ubicación y conectividad. Recién remodelado y pintado. A pasos de la Universidad Uniacc, Barrio Italia, Bilbao y Santa Isabel.  Al departamento se accede por calle Salvador, está emplazado en un segundo piso y cuenta con 3 dormitorios y 2 baños. Tiene un amplio comedor y living con piso parquet. Es parte de un condominio privado, seguro, con excelente ambiente. La pieza principal mira al jardín común.  - Cuenta con un estacionamiento.   - Gastos comunes bajos.","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175677-1074","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.714 Departamento en Venta en Providencia 3 dormitorios / Berríos Zegers Propiedades","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-codR76063424-7L0-102035488.html","6.714 UF","M2 terreno: 100","Dormitorios: 3","M2 construidos: 100","100mts living y comedor juntos piso flotante con salida a terraza, orientación Norte, cocina amoblada y equipada , logia , 3 dormitorios , dormitorios alfombrados principal en suite con wakin-closet con salida a terraza, 2 baños , el edificio cuenta con corserjeria , cámaras de seguridad, estacionamiento de visita, el edificio tiene 10 pisos son 30 departamentos y son 3 departamentos por piso, sector residencial tranquilo , tiene plaza grande con juegos para niños a 1 cuadra cerca de supermercados , farmacias , negocios cerca Metro a 4 cuadras, bodega n° 3 estacionamiento n° 5","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175700-1079","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 170.000.000 Departamento en Venta en Providencia 3 dormitorios / Inmobili","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-codR76349891-3L0-921547.html","$170.000.000","Código corredor: 
								921547","Dormitorios: 3","M2 construidos: 100","Especial para familias: Edificio antiguo, 100m2 en total.

Edificio de muy lindas terminaciones, ubicado cercano a plazas, Av. Pocuro, colegio San Ignacio, Club Providencia, entre otros.

Departamento es amplio, dispone de 97m2 útiles (100m2 totales), piso parquet, living comedor SEPARADOS, 3 dormitorios, 2 baños, y una bella VISTA.

No dispone de Estacionamiento ni bodega.

Gastos Comunes: $30.000 aprox.
Contribuciones: $65.000 aprox.

Teléfonos de Contacto:  56 9 5816 3597/  56 9 9917 6839","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175667-1071","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 195.000.000 Departamento en Venta en Providencia 3 dormitorios 3 baños / Vivaqui.com","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-3-banos-codR96912310-kL0-102028038.html","$195.000.000","M2 construidos: 110","Dormitorios: 3","Baños: 3","Departamento de 110 mtrs NO TIENE ESTACIONAMIENTO NI BODEGA Primer piso, Contactar a Yany Duarte 997756169 yany@vivaqui.com. Metro Parque Bustamante. Living comedor juntos, cocina remodelada, 3 dormitorios 3 baños, Logia. Gastos Comunes $ 35.000 aprox","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175691-1076","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 180.000.000 Departamento en Venta en Providencia 3 dormitorios 3 baños / Procasa Sucre","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-3-banos-codR76538826-0L0-47198.html","$180.000.000","M2 construidos: 124","Dormitorios: 3","Baños: 3",".:PROCASA JORGE PABLO CARO PROPIEDADES:. Vende amplio departamento. Hermoso edificio de estilo arquitectónico moderno. Tercer piso con ascensor. Amplios ambientes distribuidos en 124 M2 interiores más una gran terraza de 16 M2 al lado del living comedor y de 3 amplios dormitorios, 2 baños, gran cocina con loggia y dormitorio y baño de servicios. Vista a grandes árboles hacia el poniente. Piso de parqué en todo el departamento en EXCELENTE ESTADO. Ubicado a pocas cuadras de Providencia, acceso a bancos, universidades, centros médicos, colegios, servicios y comercio en general. Excelente acceso a locomoción colectiva. Líneas 1 y 6 del Metro Estaciones Pedro de Valdivia e Inés de Suárez.","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175713-1083","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 130.000.000 Departamento en Venta en Providencia 4 dormitorios 2 baños / Nexxos","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-4-dormitorios-2-banos-codR76888194-4L0-102034600.html","$130.000.000","M2 construidos: 100","Dormitorios: 4","Baños: 2","OPORTUNIDAD! Excelente   Hall de entrada  Living y comedor juntos, con terraza cerrada y vista. 4 dormitorios  2 Baños completos  Cocina tradicional amoblada Logia aparte cerrada. Orientación: sur oriente y poniente  Vista asegurada a la comuna de Providencia, muy luminoso  Gastos Comunes $90.000 aproximadamente ( incluyen agua fría) Pisos flotantes de color madera natural. Buenas terminaciones en Baños y cocina Año construido 1971. Está en muy buen estado Ascensores nuevos. El edificio tiene 23 pisos , el departamento está en el piso 11  Tiene estacionamiento para visitas. Excelente ubicación , cercano a supermercados, centros comerciales, Mall Costanera Center, restaurantes, bancos , etc. Buenas vías de acceso por Avda Providencia, Avda Andres Bello , Costanera Norte y cercano a estación de metro Pedro de Valdivia.","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175658-1068","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.975 Departamento en Venta en Providencia 4 dormitorios 2 baños / Vivaqui.com","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-4-dormitorios-2-banos-codR96912310-kL0-102028205.html","6.975 UF","M2 construidos: 130","Dormitorios: 4","Baños: 2","ID 28.205 EXCELENTE Departamento sector Providencia / Diego de Velásquez, 4° PISO SIN ASCENSOR. Contactar a PATRICIA LILLO +569 51796821 / 222175555 mail: patricial@vivaqui.com  Distribución: Hall de entrada, amplio living y comedor con salida a terraza. Cocina tradicional equipada con loggia y despensa, pieza de servicio. Cuatro dormitorios, tres de ellos muy amplios.  Todo el Depto. con parquet. Gastos comunes $ 85.000.- incluye agua potable.  Recomiendo visitar.","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175706-1081","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 5.700 Departamento en Venta en Providencia 4 dormitorios 2 baños / Inmobiliaria e Inversiones Greene  Ltda.","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-4-dormitorios-2-banos-codR79857120-6L0-102185949.html","5.700 UF","M2 construidos: 140","Dormitorios: 4","Baños: 2","BUEN DEPARTAMENTO ANTIGUO CON PARQUET, 4 DORMITORIOS Y DOS BAÑOS COMPLETOS, TIENE UNA TERRAZA TIPO PASILLO, ENTREGA INMEDIATA.","null","Departamento","Fecha publicación:  
														2020-07-07","",""
