web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,MtUtil,Bdroom,Bath,Description,PriceUnit,WebDesc,PublishedDate
"1594173439-871","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaDiagonal Oriente / Vista Despejada / RemodeladoDepartamento - Usado en venta 3  2  100 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/diagonal-oriente-vista-despejada-remodelado/1241754?o=resultado_lista_seo_info","UF  6.000","100 m²","100 m²","3","2","Cómodo y Espacioso Departamento Ubicado en la Comuna de Ñuñoa, Cercano a Comercios, Restaurantes, Colegios, Supermercados, Parques, Estación del Metro Villa Frei, Etc. Excelente Conectividad.
Departamento Cuenta con Hall de Entrada, Amplio y Luminoso Living Comedor con vista totalmente despejada, Cocina Independiente mas Comedor de Diario y Logia Cerrada. Pasillo Divisor que Invita a 3 Espaciosos Dormitorios Principal en Suite con Linda Vista Hacia la Cordillera mas Amplios Closets, otros 2 Dormitorios de buen tamaño mas closets, 2 Baños, Estacionamiento y Bodega.
Edificio Cuenta con Seguridad 24/7, Circuito Cerrado de TV, Portón Eléctrico, Estacionamientos de Visitas, Sala de Eventos, Piscina y Hermosas Áreas Verdes.
Metros son Proporcionados por el Dueño ...
¡¡¡ No Deje de Visitar !!!","UF  6.000","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","27-06-2020"
"1594173436-870","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaCAMPUS ORIENTE - CHILE ESPAÑADepartamento - Usado en venta 4  3  109 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/campus-oriente-chile-espana/1370622?o=resultado_lista_seo_info","UF  6.500","109 m²","104 m²","4","3","EXCELENTE CONECTIVIDAD !!
4 Dormitorios - 3 Baños - 2 ESTACIONAMIENTOS - Bodega.
Cómodo y luminoso departamento ideal para remodelar con excelente distribución que permite independencia en sus espacios. Ubicado en hermoso y tranquilo sector entre el limite de Ñuñoa y Providencia. Próximo al Metro Chile España, Plaza Ñuñoa , Campus Oriente, Supermercados, Farmacias, Verduleria al alcance de todo permitiendo una tranquila vida de barrio.
Edificio de 9 pisos, Año 2006. Hall de Entrada a espacioso Living Comedor con salida a terraza. Cocina cuadrada, amoblada, conexión a lavadora.
Pasillo divisor a Dormitorios, principal en suite con walking closet otros dormitorios con buena capacidad, amplios closet.
Piscina, Sala de Eventos, Lavandería, Gimnasio, Juegos de niños, Bicicletero, Estacionamiento de visitas, Seguridad 24/7, Circuito cerrado de TV.
Medidas aproximadas.Gastos comunes $180.000
Coordinar al +56998290590","UF  6.500","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","27-06-2020"
"1594173403-858","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaLuminoso y Amplio  Dpto. Cercano a Plaza ÑuñoaDepartamento - Usado en venta 3  3  120 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/luminoso-y-amplio-dpto-cercano-a-plaza-nunoa/1483832?o=resultado_lista_seo_info","UF  6.965","120 m²","115 m²","3","3","Luminoso Dpto a pasos de Plaza Ñuñoa- 3 dormitorios, principal en suite y walk in closet- 3 baños- Terraza- Piso flotante- Amplia cocina cerrada con comedor de  diario y logia- 4 Dptos. Por piso- Orientación Oriente- 2 Estacionamientos- 1 Bodega El edificio cuenta con:- Piscina- Ascensores- Sala Multiuso con cocina- Gimnasio- Areas Verdes- Juegos para niños.www.InviertePropiedades.comContacto, Reservas y Más Información:www.inviertepropiedades.com/properties/luminoso-y-amplio-dpto-cercano-a-plaza-nunoa-nunoa-region-metropolitanaInvierte Propiedades Código: 3003Nombre del Ejecutivo: Nicole  TeranTelefono Ejecutivo: 977795089","UF  6.965","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","22-05-2020"
"1594173409-861","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaJose Pedro Alessandri/Rodrigo de Araya/Nuevo Los AlercesDepartamento - Usado en venta 4  2  100 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/jose-pedro-alessandri-rodrigo-de-araya-nuevo-los-alerces/1433683?o=resultado_lista_seo_info","UF  4.900","100 m²","100 m²","4","2","Procasa Araneda & Aguiar (COD. 45222) - Amplio y cómodo departamento en piso bajo de 4 dormitorios y 2 baños, sin vecinos a los lados, cuenta con luminoso living-comedor juntos y cocina independiente con loggia. Se vende con 1 estacionamiento en superficie. Ubicado en un tercer piso con orientación al Nor-Oriente y con excelente conectividad por la avenida Jose Pedro Alessandri, cercano al Metro Estadio Nacional (Línea 6) y con locomoción a la puerta. Sector con colegios, comercio, bancos, restaurantes. GG/CC: $75,000. Contribuciones $ 50.000. ¡IDEAL PARA FAMILIAS!","UF  4.900","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","29-05-2020"
"1594173368-846","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaVilla Olímpica. Precio ConversableDepartamento - Usado en venta 4  2  106 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/villa-olimpica-precio-conversable/1280238?o=resultado_lista_seo_info","$  120.000.000","106 m²","104 m²","4","2","Impecable Departamento Duplex, muy espacioso, en perfectas condiciones, recién pintado, excelente ubicación y conectividad a tan sólo pasos del metro ñuble, supermercados, panadería, ferretería, colegios, plazas,etc.
Éste departamento cuenta con de 4 dormitorios, 2 baños, living comedor, terraza pequeña, pasillo, cocina americana,
Sin Bodega y estacionamiento comun
Gastos comunes 25 mil aproximadamente, incluye agua caliente.

Coordine su visita.

Para coordinar una visita puedes contactarnos de la siguiente forma, escribirnos al email contacto@mfmpropiedades.cl o al Fono/WhatsApp +56 9 7776 6655 / +56 9 6575 1507 / +56 9 6575 1429 de lunes a domingo. No deje de ver nuestros testimonios en http://www.mfmpropiedades.cl/testimonios.

www.mfmpropiedades.cl","$  120.000.000","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","14-04-2020"
"1594173375-849","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaIRARRAZAVAL / LOS CEREZOSDepartamento - Usado en venta 4  3  105 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/irarrazaval-los-cerezos/1279134?o=resultado_lista_seo_info","UF  6.500","105 m²","100 m²","4","3","Edificio Moderno ubicado  en una calle residencial a pasos de Irárrazaval, cerca de centros comerciales y Mall, servicios , áreas verdes , culturales y patrimoniales, colegios, supermercados, conectividad, acceso a lineas del Metro, barrio tranquilo y seguro. Vigilancia en conserjería 24/7. 
Edificio de 26 pisos,  estacionamientos para visitas con 3 modernos ascensores. Este edificio tiene sala multiuso para adultos, sala de juegos, sala multiuso para niños y una sala de cine y reuniones, piscina.
Cuatro dormitorios, tres baños, cocina cerrada, terrazas en el living y dormitorio en suite. Con 1 estacionamiento y 1 bodega.
Edificio Los Cerezos es un proyecto pensado y desarrollado con un diseño moderno, con terminaciones de alta calidad en sus distintos departamentos se destaca sus muebles de cocina de moderno diseño , enchapados en madera y cubierta de granito , cocina encimera  y campana de acero inoxidable , vanitorios con cubierta de mármol . La vista despejada permite tener una buena referencia de los atractivos del sector.","UF  6.500","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","22-04-2020"
"1594173380-851","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaOPORTUNIDAD Se vende comodo departamento - 3 H 2 BDepartamento - Usado en venta 3  2  110 m² 110 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/oportunidad-se-vende-comodo-departamento-3-h-2-b/1466573?o=resultado_lista_seo_info","UF  6.500","110 m²","110 m²","3","2","Se vende espectacular y amplio departamento, con excelente ubicación en calle Jorge Washington, a dos cuadras de Plaza Ñuñoa. Muy bien conectado a transporte, servicios, esparcimiento y tranquilidad. Orientación poniente, sexto piso. Cuenta con 3 dormitorios, 2 baños, habitación principal con balcón, walk-in closet, amplia cocina, con comedor de diario y logia. Estacionamiento subterráneo.

Agende su visita","UF  6.500","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","26-04-2020"
"1594173444-873","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaMetro Chile España / José Pedro AlelessandriDepartamento - Usado en venta 4  106 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/metro-chile-espana-jose-pedro-alelessandri/1507335?o=resultado_lista_seo_info","UF  6.300","106 m²","103 m²","4","0","Atractivo y Amplio departamento Duplex a pasos Metro Chile España
100/3 Mt2
Primer Nivel: Amplio Living Comedor con salida a terraza
3 dormitorios de exelente tamaño, ppal en Suite
2 Baños, ppal con Ventilaciòn Natural
Cocina Amoblada con Conexiòn a Lavadora
Segundo Nivel: Una Gran Sala Estar
1 Dormitorio de Exelente Tamaño
1 Baño con Ventilaciòn Natural
Estacionamiento de Uso y Goce
Conserje y seguridad 24 Hrs
Contacto: Nicolás Pedemonte. Asesor Inmobiliario Grupo Inovo.","UF  6.300","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","30-06-2020"
"1594173447-874","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaMetro ÑubleDepartamento - Usado en venta 3  2  160 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/nunoa/metro-nuble/1507459?o=resultado_lista_seo_info","UF  6.900","0 m²","160 m²","3","2","Iluminado Departamento con excelente ubicación en calle San Eugenio.
Cercano a comercio y supermercados.
Excelente estado de conservación.
Gran conectividad  y cercanía a estación de Metro Ñuble.
Gran Terraza exclusiva con vista panorámica .

Características:
Orientación Sur.
Living - comedor.
3 dormitorios ( dormitorio principal en suite).
2 baños (1 en suite).
cubiertas baños en marmol.
Cocina equipada amoblada.
Cubiertas cocina en granito.
Piso porcelanato.
Gran Terraza con vista panorámica despejada a la cordillera y al sur.  
Calefacción por piso radiante.
Ventanas Termopanel
1 Estacionamiento. 
1 Bodega.

Características Edificio:
Edificio con excelentes accesos, amplio y buenas terminaciones.
12 pisos en total.
Año construcción 2018
Áreas verdes.
Piscina
Quinchos.
Bicicleteros.
Sala de eventos.
Estacionamientos de visita.
Seguridad 24 hrs.","UF  6.900","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","30-06-2020"
"1594173372-848","https://www.toctoc.com/Venta/departamento/metropolitana/nunoa?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ÑuñoaAvenida Ossa con Simón Bolivar , ÑuñoaDepartamento - Usado en venta 3  2  103 m² 10 m²","https://www.toctoc.com/propiedades/compraparticularsr/departamento/nunoa/avenida-ossa-con-simon-bolivar-nunoa/1462274?o=resultado_lista_seo_info","UF  6.950","0 m²","103 m²","3","2","Se vende o arrienda excelente depto, ubicación insuperable, en sector de plaza egaña, tres dormitorios cocina independiente, dos estacionamientos, 1 bodega, a pasos de línea 4 (Simón Bolívar) y línea 3 (Plaza Egaña). Mall, cines, restaurantes, varias vías de acceso vial. Piscina panorámica, gimnasio, salón multiuso. Gran oportunidad por cambio de ciudad.7000 UF de venta, 1000 ufs menos q cualquier similar.650 mil (24 UF) en arriendo mensual más gastos comunes.","UF  6.950","Departamento en Venta Usado Ñuñoa - Metropolitana Ver ubicación","19-04-2020"
