web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,MtUtil,Bdroom,Bath,Description,PriceUnit,WebDesc,PublishedDate
"1594172936-768","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","SantiagoVENDE CASA COMERCIAL O HABITACIONAL, BARRIO YUNGAY7 LIBERTADCasa - Usado en venta 7  3  242 m² 146 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/santiago/vende-casa-comercial-o-habitacional-barrio-yungay7-libertad/1360317?o=resultado_lista_seo_info","UF  6.450","242 m²","0 m²","7","3","Ideal inversionistas !, VALOR TASACIÓN BANCO DE CHILE, UF 8600.-  VALOR LIQUIDACIÓN UF 6.450.-
En el centro del barrio Yungay
Vecina a la Famosa Peluquería Francesa frente a Centro Cultural Nave, cercana al museo de la música y futura estación de metro Libertad (50 metros) Al frente del nuevo Museo taller (Inauguración Septiembre 2020)
Dos Casas con numeración municipal
Casa Libertad 423 Ubicada en el primer piso actualmente oficinas consta de 5 habitaciones distintos tamaños 2 baños y patio interior.
Casa Libertad 425 Ubicada en el segundo piso existen 6 habitaciones 1 baño y cocina americana. Actualmente se ocupa como departamento en arriendo con una renta de $ 500.000. Se venden arrendadas o desocupadas.
La renta entre ambas podría llegar a ser fácilmente entre $1.300.000 y $1.500.000
Las casas se pueden unir en una actividad comercial o bien mantenerlas en renta en forma independiente.
La casa tiene un solo ROL
Su mayor atributo sin duda es su excelente ubicación","UF  6.450","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","17-04-2020"
"1594172918-762","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","SantiagoSAN IGNACIO / SANTA ISABELCasa - Usado en venta 9  4  200 m² 300 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/santiago/san-ignacio-santa-isabel/1448947?o=resultado_lista_seo_info","$  180.000.000","0 m²","200 m²","9","4","Casa antigua de dos pisos con fachada continua. Para refaccionar. Consta de recibos, 9 amplios dormitorios, 4 baños, cocina tradicional, dos patios de luz, piso de madera.
Opción comercial. Cercana al Metro Toesca.","$  180.000.000","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","22-03-2020"
"1594172969-781","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Santiagoentre Carmen y LiraCasa - Usado en venta 5  1  112 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/santiago/entre-carmen-y-lira/1439422?o=resultado_lista_seo_info","$  140.000.000","0 m²","112 m²","5","1","Ideal para oficina, arriendo de piezas, jardín infantil, amplio uso comercial ya que cuenta con 5 amplios dormitorios, 1 baño, cocina, 112 mts2, factibilidad para un 2do piso y esta en condominio. Así como una ubicación excepcional Marcoleta entre Carmen y Lira.


La casa esta recién remodelada (6 meses a la fecha) por el arquitecto Don Augusto Zarricueta.


Número de Contacto +56951392767","$  140.000.000","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","30-06-2020"
"1594172940-770","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","SantiagoMONEDA 3081, SantiagoCasa - Usado en venta 5  2  134 m² 136 m²","https://www.toctoc.com/propiedades/compraparticularsr/casa/santiago/moneda-3081-santiago/1467871?o=resultado_lista_seo_info","UF  6.500","134 m²","0 m²","5","2","Amplia casa antigua ideal para inversiónSector cercano a metro, parques, colegios, hospitalesValor $180.000.000 conversable + 1 % corretaje","UF  6.500","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","28-04-2020"
"1594172906-757","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","SantiagoOPORTUNIDAD: CUETO - AGUSTINAS PARA REPARAR. IDEAL INVERSIONISTAS.Casa - Usado en venta 5  2  226 m² 256 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/santiago/oportunidad-cueto-agustinas-para-reparar-ideal-inversionistas/1426180?o=resultado_lista_seo_info","$  149.000.000","226 m²","0 m²","5","2","ATENCIÓN INVERSIONISTAS:
Hermosa Casa Antigua PARA REPARAR en zona de Conservación Histórica.

Ubicada en plano Barrio Yungay, a un costado del Parque Portales.
Buena conectividad y gran flujo de turistas.

La Propiedad NO SE ENCUENTRA HABITABLE por lo que su valor se establece en base solo al terreno.

Se puede reparar intenamente y en caso de querer demoler se debe mantener la fachada.

Caracteristicas:

5 habitaciones
2 baños
Cocina
Subterraneo tipo Cava
Gtan hall interior
Living Comedor
Area de Servicio
Patio
Terreno: 252 mt2 (12 de frente por 21 de fondo)

Valor Venta Solo Contado $ 149.000.000
Valor Venta Solo Contado $ 149.000.000

Llamar al:
Cel.: +56 9 8697 8477
Oficina: 22 681 2985 - 22 948 7600

Visite para más Oportunidades WWW.METROPOLITANPROPIEDADES.CL","$  149.000.000","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","20-02-2020"
"1594172908-758","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","SantiagoLIRA 1212, SantiagoCasa - Usado en venta 8  2  190 m² 200 m²","https://www.toctoc.com/propiedades/compraparticularsr/casa/santiago/lira-1212-santiago/1428095?o=resultado_lista_seo_info","$  150.000.000","190 m²","0 m²","8","2","Casona con local comercial, 8 habitaciones, 2 baños. A una cuadra de Av Matta","$  150.000.000","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","23-02-2020"
"1594172953-775","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","SantiagoMadrid/Matta 3D/2B, cercano a metro Matta, con gran conectividad,Casa - Usado en venta 3  2  140 m² 215 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/santiago/madrid-matta-3d-2b-cercano-a-metro-matta-con-gran-conectividad/1478011?o=resultado_lista_seo_info","$  145.000.000","0 m²","140 m²","3","2","Madrid/ Matta, vendemos casa de fachada continua, y buen acceso por bandejon central, muy iluminado. En primer piso la propiedad tiene 3 dormitorios con estilo antiguo todos intercomunicados, 2 baños, lavadero, gran cocina, logia patio, cielos altos cercano a 5mt. En segundo piso construcción ligera con baño. Patio interior muy iluminado.
Sector en recambio y de gran acceso, locomoción colectiva, metro y otros, cercano a comercio, colegios restaurantes, iglesias, hospitales, centros médicos. Evaluamos propuestas.","$  145.000.000","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","12-05-2020"
"1594172913-760","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","SantiagoMetro Ñuble - Pedro León Ugalde/Santa Elvira.Casa - Usado en venta 13  2  255 m² 213 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/santiago/metro-nuble-pedro-leon-ugalde-santa-elvira/1431540?o=resultado_lista_seo_info","$  170.000.000","0 m²","255 m²","13","2","Pedro León Ugalde/Santa Elvira, Casa habitación de 2 pisos para remodelación , 213/255 mtr2,  cuenta con 13 dormitorios, 2 baños, Ideal para inversionista,  excelente conectividad, cuenta con informes previos.@¬Actualmente arrendada por piezas.. Marcela  Arce  Tel. +56994332729","$  170.000.000","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","27-02-2020"
"1594172902-756","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Santiago10 de Julio // Metro MattaCasa - Usado en venta 6  4  180 m² 180 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/santiago/10-de-julio-metro-matta/1426805?o=resultado_lista_seo_info","UF  5.400","0 m²","180 m²","6","4","Aulen Propiedades.

Se vende casa comercial desocupada apta para todo tipo de negocios dentro de un tranquilo barrio tradicional de Santiago.
Esta propiedad que se encuentra próxima al Metro Matta y al barrio 10 de Julio. Es una propiedad que está próxima a cumplir 100 años de construida.
Posee 180 metros cuadrados de terreno y construidos.
2 pisos.
6 dormitorios.
4 baños.
Amplios espacios interiores.

Está desocupada por lo cual se puede coordinar visita para cualquier día.","UF  5.400","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","20-02-2020"
"1594172920-763","https://www.toctoc.com/Venta/casa/metropolitana/santiago?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","SantiagoEXCELENTE CASA EN ÑUBLE / ARTURO PRATCasa - Usado en venta 3  1  117 m² 130 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/santiago/excelente-casa-en-nuble-arturo-prat/1450600?o=resultado_lista_seo_info","$  145.000.000","117 m²","117 m²","3","1","Excelente Casa en venta , Amplios espacios
Barrio Ñuble, cercano a comercio, centros de salud
Supermercados, autopistas , a solo 15 minutos minutos caminando al metro

CASA
Living comedor
Cocina
3 Amplios dormitorios
1 Baño
Conexión a lavadora
1 Estacionamiento
1 Bodega

DISPONIBILIDAD INMEDIATA","$  145.000.000","Casa en Venta Usado Santiago - Metropolitana Ver ubicación","25-03-2020"
