web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,MtUtil,Bdroom,Bath,Description,PriceUnit,WebDesc,PublishedDate
"1594173885-934","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesPONTEVEDRA/Departamento - Usado en venta 4  3  107 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/pontevedra/1336075?o=resultado_lista_seo_info","UF  6.950","107 m²","0 m²","4","3","PRECIO INMEJORABLE

Excelente departamento en linda y tranquila zona residencial, con acceso a servicios y transporte, cercano a comercio general y colegios.
Distribución:
Hall de entrada, living comedor, tres dormitorios.
Dormitorio principal en suite, dos baños.
Cocina equipada y amoblada, logia, dormitorio y baño.de servicio
Piso flotante en living comedor y dormitorios, piso cerámica en baños y cocina.
Estacionamiento y bodega.
Orientación, oriente y norte
Dos departamentos por piso, vigilancia permanente, estacionamientos de visitas.
Edificio con 25 años de construcción.
Gastos comunes $70.000","UF  6.950","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","14-10-2019"
"1594173931-951","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesAlcántara / ColónDepartamento - Usado en venta 3  3  108 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/alcantara-colon/1500584?o=resultado_lista_seo_info","UF  6.900","108 m²","100 m²","3","3","BAJOS GASTOS COMUNES!!!! 
SE ACEPTAN OFERTAS DESDE UF 6.900...

Amplio departamento con vista despejada Nor-Poniente, piso 18, muy bien mantenido. Barrio tranquilo y residencial, con excelente ubicación y conectividad, a dos cuadras de la estación de metro Colón. Cercano a colegios, parques, sectores de comercio menor, clínicas, farmacias, supermercados.
 
Acceso con puerta de doble hoja, hall de distribución, living-comedor con amplia terraza, 3 dormitorios, principal en suite, 3 baños, cocina equipada y amoblada, espaciosa logia con conexión a lavadora-secadora. Estacionamiento y bodega. G.C $ 100.000.-

El Edificio cuenta con estacionamientos de visitas, bicicletero y áreas verdes. Conserjería y seguridad las 24 horas.  RRM. Para consultas y visitas comunicarse con Rodrigo Rafols al56973005881.-rodrigo.rafols@prourbe.cl.","UF  6.900","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","19-06-2020"
"1594173893-937","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesMarco Polo/ Monte AlegreDepartamento - Usado en venta 3  2  114 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/marco-polo-monte-alegre/1365804?o=resultado_lista_seo_info","UF  6.895","114 m²","104 m²","3","2","Departamento en venta en Las Condes.
Amplio y acogedor departamento en excelente ubicación a pasos del Metro Colón, cercano a Colegio San Gabriel.
Para visitas coordinar con Waleska Baricic al 569 9369 49 50. Mail waleska@catabrochet.cl

3 dormitorios con piso flotante, 2 baños 
Living comedor con cerámica
Ventanas con termopanel
Logia y conexión a lavadora
Superficie construida 104 m2
Superficie de terraza 10 m2
Orientación Oriente 
Tipo de gas cañería 
Tipo de calefacción caldera
Edificio del año 1992
Gastos Comunes $125.000.-
Contribuciones $105.000.- 
1 Estacionamiento y 1 bodega","UF  6.895","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","28-11-2019"
"1594173921-947","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesColon - Rotanda AtenasDepartamento - Usado en venta 3  2  100 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/colon-rotanda-atenas/1466534?o=resultado_lista_seo_info","UF  6.534","100 m²","0 m²","3","2","Lindo departamento remodelado a dos cuadras de la Rotonda Atenas. El departamento se encuentra en el Condominio Imago Mundi. Tiene excelentes espacios y el living y comedor amplio, ya que están ampliado hacia las terrazas. Los baños y cocina están remodelados Tiene 3 piezas de buen tamaño y la principal esta suite. 1 estacionamiento, 1 bodega y orientacion Norte.","UF  6.534","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","26-04-2020"
"1594173934-952","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesAv. Américo Vespucio SurDepartamento - Usado en venta 3  2  106 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/av-americo-vespucio-sur/1486589?o=resultado_lista_seo_info","UF  6.950","106 m²","106 m²","3","2","Ideal para remodelar. Entrada, hall de entrada con acceso directo a living comedor y salida directa a terraza de buen tamaño. 2 dormitorios comparten un baño, 3er dormitorio puede ser opcionalmente ocupado como escritorio o dormitorio de servicio. Con un baño en el hall de acceso como baño de visitas. Incluye 1 estacionamiento no techado y una bodega.GGCC: $135.000Contribuciones: $130.000","UF  6.950","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","27-06-2020"
"1594173914-945","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesFONTANA ROSA / HERNANDO DE MAGALLANESDepartamento - Usado en venta 4  3  112 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/fontana-rosa-hernando-de-magallanes/1448967?o=resultado_lista_seo_info","UF  6.500","112 m²","103 m²","4","3","Se vende excelente departamento en Colón con Hernando de Magallanes. Construido en 1993. Ubicado en cuarto piso de edificio de diez pisos. Sólo cuatro departamentos por piso, Orientación oriente, Tres dormitorios, dos baños, principal en suite con walk-in closet y bow-window. Pieza y baño de servicio. Amplia Terraza sin interferencias, cocina tradicional con gran loggia. Estacionamiento techado amplio en superficie y buen tamaño de bodega situada al lado. Recibos luminosos, sector muy tranquilo, sin ruidos, con movilización cercana, comercio de barrio, supermercados, colegios, etc. De superficie son 103 m2. útiles y 9 m2. de terraza. 

CONTACTAR : Carlos Monzó Calvo  981364215       cmonzo@italprop.cl","UF  6.500","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","22-03-2020"
"1594173890-936","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesCUARTO CENTENARIO 1650 Las CondesDepartamento - Usado en venta 4  3  100 m² 3 m²","https://www.toctoc.com/propiedades/compraparticularsr/departamento/las-condes/cuarto-centenario-1650-las-condes/1361969?o=resultado_lista_seo_info","UF  6.700","0 m²","100 m²","4","3","Lindo departamento remodelado, silencioso,e iluminado Generalidades:Edificio con lindos jardinesSeguridad las 24 horasExcelente movilizaciónEscaleras amplias Cerca de supermercados, centros comerciales,clínicaConsta de:Living -comedor amplio con piso flotanteTerraza cerradaCuatro dormitorios con buenos closetTres baños remodeladosCocina tradicional, amplia y equipadaDespensaLogiaUn estacionamiento de uso y goceOrientación sur con vista despejada

        

        
            
        Distribución:DespensaHallJardinTerrazaLavadero InteriorServicios:TV CableCocina:Cocina EquipadaCocina Amoblada","UF  6.700","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","25-11-2019"
"1594173917-946","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las Condesmartin alonso pinzon  # #, Las CondesDepartamento - Usado en venta 3  2  105 m² 5 m²","https://www.toctoc.com/propiedades/compraparticularsr/departamento/las-condes/martin-alonso-pinzon-las-condes/1396472?o=resultado_lista_seo_info","UF  6.900","0 m²","105 m²","3","2","Hermoso departamento en Las Condes de 100mt2 útil y 5mt2 de terraza, es cómodo con muy buena distribución, acogedor y luminoso.•3 dormitorio•2 baños•Walk in Closet (Dormitorio principal)•Consta con calefacción por loza radiante•1 bodega•Piscina•Salas eventos•GimnasioGastos comunes $ 112.000Sin estacionamiento, pero con posibilidad de arrendar por $ 50.000Excelente sector con buena locomoción y con supermercado a pocas cuadras.Queda ubicado en la comuna de Las Condes cerca de la Rotonda Atenas en la intersección de Martin Alonso Pinzon con PiacenzaNómada Propiedades.+56997735531","UF  6.900","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","16-04-2020"
"1594173875-931","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesCarlos Alvarado / VespucioDepartamento - Usado en venta 3  3  110 m² 10 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/carlos-alvarado-vespucio/1216605?o=resultado_lista_seo_info","UF  6.900","110 m²","110 m²","3","3","Espacioso y cómodo departamento. 3 dormitorios y 3 baños (principal en suite). Amplio Living-comedor, Terraza y Logia. Espacios sociales separados de los dormitorios. Ubicado en sector residencial a pasos de parques, supermercados, restaurantes y tiendas de barrio. 1 estacionamiento subterráneo y estacionamiento para visitas.","UF  6.900","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","18-04-2019"
"1594173888-935","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesIV CENTENARIO-   CON   PARQUE INTERIORES/Bilbao / MALL  PORTAL LA REINA-LOS DOMINICOSDepartamento - Usado en venta 3  3  110 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/iv-centenario-con-parque-interiores-bilbao-mall-portal-la-reina-los-dominicos/1360213?o=resultado_lista_seo_info","$  165.000.000","0 m²","110 m²","3","3","www.procasa.cl Baeza Codigo 43417   EN PRECIO---VISTA ORIENTE   - COLEGIO SAINT JOHNS  -PARQUE     INTERCOMUNAL-   Excelente sector cercano a supermercados, locomoción y todo tipo de servicios, buena ubicación con excelente conectividad, en condominio de gran seguridad, lindos jardines y áreas verdes,  Departamento amplio, sólido, buena construcción, buenos espacios en primer piso,  living y comedor, tres dormitorios principal en suite, cocina amoblada y comedor de diario,  gran loggia, estacionamiento, gastos comunes alrededor de $ 90.000","$  165.000.000","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","22-11-2019"
