Unnamed: 0,PriceUnit,Price,item,link,fld0,fld1,fld2,fld3,fld4,fld5,Description,PropertyState,PublishedDate,Title,Section,Models
1,UF,23.500,UF 23.500,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5763359-los-andea-9666-uda#position=2&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
300 m²","Superficie útil
283 m²","Dormitorios
4","Baños
4","Gastos comunes
200000 CLP",,"Descripción
Se vende departamento tipoTown-House, gran vista panorámica

El departamento tiene tres niveles con excelente distribución, terrazas panorámicas con barandas de cristal que otorga una maravillosa vista, 283 mts de construccion, 300 mts terreno, cuenta con 4 dormitorios 4 baños, sala de estar, gran living comedor con terraza, baño de servicio, hall de acceso amplia lavandería, 2 bodegas subterraneas, 2 estacionamientos, piscina.
Calefacción Central. Ventanas Termopanel.
Seguridad las 24 horas, Sistema de alarma, Areas verdes comunes



Características propiedad
alarma, antejardín, lavadero interior, living comedor separado, pieza de servicio, piscina, riego automático, cocina amoblada

Características comunidad
accesos controlados, estacionamiento de visitas

Gastos
Gastos comunes: $ 200.000",...,07-08-2020,"Los Andea 9666, Juan Xxiii, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Juan XXIII
Compartir
Imprimir PDF",
2,UF,11.900,UF 11.900,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5763167-sector-las-tranqueras-av-vitacura-uda#position=3&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
255 m²","Superficie útil
232 m²","Dormitorios
6","Baños
4",,,"Descripción
CALIDA Y ACOGEDORA CASA EN SECTOR LO GALLO

La propiedad se desarrolla en 2 niveles:

1° PISO: Hall de acceso, gran living comedor, cocina con comedor diario, terraza, servicios completos, 2 dormitorios con 1 baño, patio interior, bodega, logia, terraza con parrilla, antejardín con espacio para 2 autos.

2° PISO: Hall, 3 dormitorios, uno de ellos en suite, y un baño.

Emplazada en sector netamente residencial de la comuna de Vitacura, barrio muy tranquilo y seguro, con todos los servicios en un radio muy cercano; bancos, comercios, transporte público, excelente accesibilidad, centro gastronómico, areas verdes.

IDEAL FAMILIA NUMEROSA - NO DEJE DE VISITAR!!!



Terminaciones
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros
Agua caliente: calefón

Características propiedad
antejardín, comedor de diario, lavadero exterior, lavadero interior, living comedor separado, patio de servicio, pieza de planchado, pieza de servicio, quincho, terraza con techo, chimenea, cocina amoblada, cocina equipada, hall

Gastos
Contribuciones: $ 270.000",...,07-08-2020,"Sector Las Tranqueras / Av. Vitacura, Estadio Croata, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Estadio Croata
Compartir
Imprimir PDF",
3,UF,19.800,UF 19.800,https://www.portalinmobiliario.com/MLC-540431268-general-eugenio-garzon-vitacura-chile-_JM#position=4&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
420 m²","Superficie útil
160 m²","Dormitorios
4","Baños
4","Estacionamientos
2","Antigüedad
1980 años","Descripción
Hermosa e iluminada casa de 1 piso, con 3 dormitorios + 3 baños + dormitorio y baño de servicio.

Amplio hall de entrada, baño de visita, dormitorio principal en suite con salida a una de sus terrazas. Cocina amplia, equipada, con comedor de diario, muebles de madera y cubierta de piedra tipo silestone, tiene salida a logia techada, con mucho mueble para guardar. Living comedor separado con salida a terraza.

Precioso jardín formado (árbol frutal) con piscina, riego automático, terrazas, quincho con parrilla en obra.

Casa con lindos detalles, piso de madera, termopanel, Calefacción central por radiadores, 2 estacionamientos, alarma, portón automático.

Espectacular ubicación, calle tranquila, cercano a plazas, colegios, supermercados y farmacias.",...,07-08-2020,"General Eugenio Garzón, Vitacura, Chile, Borde Río - Casa Piedra, Vitacura","Volver al listado
...
...
...
...
Vitacura
Borde Río - Casa Piedra
Compartir
Imprimir PDF",
4,UF,11.500,UF 11.500,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5762410-las-hualtatas-las-tranqueras-uda#position=5&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
210 m²","Superficie útil
157 m²","Dormitorios
5","Baños
3",,,"Descripción
Casa de dos pisos, en excelente ubicación, cercana a calles principales, colegios, locomoción, servicios. Ideal para hacer vida de barrio en un sector muy tranquilo.

PRIMER PISO: Hall de entrada, living comedor separado. Cocina de buen tamaño, con salida a logia exterior techada.
Dormitorio principal en suite. Además existe otro dormitorio en suite grande a la salida de la cocina que puede tener multiples usos: pieza de servicio, oficina, taller, sala de estar, escritorio.

SEGUNDO PISO: Tres dormitorios que comparten un baño.

VENTANAS TERMOPANEL
Protecciones de fierro en ventanas.
Estacionamiento hasta para 3 autos.

Casa con gran potencial para remodelar, vale la pena visitar!

AMPLIACIONES REGULARIZADAS.








Terminaciones
Piso baños: cerámica
Piso dormitorios: cerámica

Suministros
Calefacción: eléctrica

Características propiedad
comedor de diario, lavadero exterior, patio de servicio, portón eléctrico, reja en ventanas, cocina amoblada, cocina equipada, hall

Gastos
Contribuciones: $ 179.000",...,07-08-2020,"Las Hualtatas / Las Tranqueras, Estadio Croata, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Estadio Croata
Compartir
Imprimir PDF",
5,UF,25.000,UF 25.000,https://www.portalinmobiliario.com/MLC-540424163-casa-en-venta-de-4-dorm-en-vitacura-_JM#position=6&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
336 m²","Superficie útil
230 m²","Dormitorios
4","Ambientes
4","Baños
4",,"Descripción
Propiedad en sector club de Polo excelente estado amplios espacios.
Para visitas : Francisco Gonzalez +569 7 7796381

Clip visita : https://youtu.be/5ZTvds_5UE0

Piso 1 :
Hall de acceso.
Baño visitas.
Recibos con salida a terraza.
Cocina equipada , comedor de diario.
Loggia.
Servicio Completo.
Dormitorio 1.
Dormitorio 2 Suite , Walk in closet.
Piso 2 :
Amplio Estar.
Dormitorio 3.
Dormitorio 4 , Amplio.
Piscina , Riego automático , jardín formado.
Estacionamiento 2 autos , portón automático.
Termopanel.

""Las superficies y características entregadas de la propiedad son aproximadas y referenciales, y han sido proporcionadas por su dueño"".",Propiedades usadas,07-08-2020,"Ibiza, Vitacura","Volver al listado
...
Venta
Propiedades usadas
RM (Metropolitana)
Vitacura
Compartir
Imprimir PDF",
6,UF,9.900,UF 9.900,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5762236-apolo-cinco-uda#position=7&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
220 m²","Superficie útil
89 m²","Dormitorios
2","Baños
2",,,"Descripción
Casa para uso habitaciónal ubicado en tranquilo sector de Vitacura.
Cercano a supermercado, centros comerciales, copec
Buena locomoción colectiva.
Orientación: Norte.
Antejardin con césped y palmetas.
Portón Electrico.
Pasillo en la entrada.
Living - comedor juntos con puertas corredoras, salida a terraza techada.
Patio interior con cesped y terraza con toldo de fierro
Cocina amoblada y equipada, comedor de diario, conexion para lavadora.
Sala de estar con salida a terraza.
Dormitorio Principal en Suite, con walkin- closet amplio.
2 do, dormitorio con amplios closet.
Baño en pasillo.
Contribuciones: $ 110.000
Contacto Alejandra Portilla, fono 968782229
Lorena Vasquez. 992683287.

Características propiedad
antejardín, cocina amoblada

Características comunidad
áreas verdes",...,07-08-2020,"Apolo Cinco, La Llavería, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
La Llavería
Compartir
Imprimir PDF",
7,$,370.000.000,$ 370.000.000,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5762084-montana-kentucky-uda#position=8&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
273 m²","Superficie útil
140 m²","Dormitorios
4","Baños
2",,,"Descripción
Excelente casa, luminosa, en buen estado, muy buena ubicación y frente a una plaza ideal para niños. Living y comedor separados, cuatro dormitorios, principal en suite, dos baños completos, sala de estar, cocina estilo rustico, logia y pieza de servicio. Tres estacionamientos. Expedito acceso a Kennedy, y muy cerca de Mall, supermercado, jardines infantiles y colegio. Barrio seguro y muy tranquilo.

savagnacpropiedades@gmail.com

Juan Pablo Savagnac",Propiedades usadas,07-08-2020,"Montana / Kentucky, Vitacura","Volver al listado
...
Venta
Propiedades usadas
RM (Metropolitana)
Vitacura
Compartir
Imprimir PDF",
8,UF,15.950,UF 15.950,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5762040-la-llaveria-escriba-c_263795-uda#position=9&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
367 m²","Superficie útil
180 m²","Dormitorios
4","Baños
3",,,"Descripción
Linda Casa en condominio en sector Tabancura.

A pasos de Vitacura y costaneras lado Colegio Manquehue

180 m2 (aprox) construidos, 367 m2 (aprox)de terreno, Recibos amplios y separados, 4 dormitorios, 3 baños, 1 en suite, pieza de servicio con baño ,loggia.

Hall de entrada, Sala de estar, Comedor de diario,

3 Estacionamiento, 1 bodega, piscina.

Orientación Poniente Oriente.",...,07-08-2020,"La Llaveria / Escriba C_263795, La Llavería, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
La Llavería
Compartir
Imprimir PDF",
9,UF,21.000,UF 21.000,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5762027-las-fresas-5131-uda#position=10&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
330 m²","Superficie útil
180 m²","Dormitorios
4","Baños
4",,,"Descripción
Linda casa!, completamente remodelada en el año 2018.
Primer piso: hall, Baño visita, living comedor Con cocina integrada, salida a jardín con quincho, terraza y piscina. Sala de estar y sala de juegos.
Segundo piso: tres dormitorios, dos baños.
Pieza y baño de servicios.
Logia.
Calefacción central.
Termopanel todas las ventanas.
Porton automático.
Alarma.
Piscina con reja y bomba de calor.


Terminaciones
Piso baños: cerámica
Piso dormitorios: parquet

Suministros
Calefacción: caldera

Características propiedad
alarma, antejardín, comedor de diario, despensa, lavadero exterior, living comedor separado, patio de servicio, pieza de servicio, piscina, portón eléctrico, quincho, riego automático, sala de estar",...,07-08-2020,"Las Fresas 5131, Pío Xi, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Pío XI
Compartir
Imprimir PDF",
10,UF,14.500,UF 14.500,https://www.portalinmobiliario.com/MLC-540302337-patio-el-manio-remodelada-espoz-_JM#position=11&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
200 m²","Superficie útil
140 m²","Dormitorios
3","Ambientes
4","Baños
2",,"Descripción
Linda casa completamente remodelada, a pasos del jumbo lo castillo, patio el mañio, alonso de córdova, cafés, restaurantes y futura estación de metro. A un par de cuadras de la Alianza Francesa.


Piso 1:
Living comedor cocina en un ambiente todo remodelado
Salita
Baño de visita
Dormitorio de servicio en suite

Piso 2:
Dormitorio principal con salida a balcón y otros dos dormitorios de niños de buen tamaño.
Un Baño completamente remodelado.

Piso 3: Habilitado como bodega, se puede hacer una salita, es bien amplio.",...,07-08-2020,"Patio El Mañio - Remodelada - Espoz, Parque Bicentenario, Vitacura","Volver al listado
...
...
...
...
Vitacura
Parque Bicentenario
Compartir
Imprimir PDF",
