Unnamed: 0,PriceUnit,Price,item,link,fld0,fld1,fld2,fld3,fld4,fld5,Description,PropertyState,PublishedDate,Title,Section,Models
2499,UF,9.800,UF 9.800,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757337-las-hualtatas-pedro-canisio-uda#position=41&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
99 m²","Superficie útil
83 m²","Dormitorios
2","Baños
2","Estacionamientos
2","Gastos comunes
180000 CLP","Descripción
Moderno departamento, luminoso en edificio de 7 pisos cerca al Mall Parque Arauco, con excelente conectividad, orientación Nor-oriente.
Dormitorio principal en suite con walk in closet y terraza con vista al cerro Manquehue.
Porcelanato en todo el departamento ""REMODELADO"".
Fino papel mural en distintos tipos según ambientes.
Dos estacionamientos, una bodega .
Además cuenta con terraza en living y otra independiente en el dormitorio.
Detalles que encantan, como la selección del porcelanato para aumentar la luminosidad natural de los ambientes, armonía de los roller que se venden con el departamento, papel mural que conversa con todo, si estás buscando un lugar para que tus ideas fluyan, este departamento es perfecto.
Excelente barrio con inmejorable plusvalía.
Moderno edificio con arquitectura de vanguardia con seguridad 24 horas, sala de juegos infantiles, sala de eventos, piscina y gimnasio.
Contacto Eduardo Kolbach +56998771955 eduardo@kolpro.cl

Terminaciones
Piso baños: porcelanato
Piso dormitorios: porcelanato

Suministros
Agua caliente: caldera
Calefacción: losa radiante

Características propiedad
cocina americana, comedor de diario, despensa, hall, persianas, portón automático

Características comunidad
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, sala de eventos, sala de juegos

Gastos
Contribuciones: $ 200.000
Gastos comunes: $ 180.000

Estacionamientos y bodegas
Estacionamientos: 2
Bodegas: 1",...,05-08-2020,"Las Hualtatas - Pedro Canisio, Pío Xi, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Pío XI
Compartir
Imprimir PDF",
2500,UF,9.800,UF 9.800,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757295-remodelado-sport-frances-uda#position=42&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
115 m²","Superficie útil
100 m²","Dormitorios
2","Baños
3","Estacionamientos
1",,"Descripción
Excelente y luminoso departamento remodelado, en piso 3. Sector residencial y tranquilo de Vitacura, buenos accesos. Orientación oriente sur y poniente. Con espectacular vista despejada.

Amplio hall de entrada, baño de visitas, amplio living y comedor juntos con salida a terraza. Cocina remodelada y equipada con encimera, campana y horno, con mesón isla y gran logia.

Cuenta con 2 dormitorios en suite con salida a terraza. Baño principal con ventilación natural.

Calefacción por losa radiante. Piso flotante.

Estacionamiento para 1 auto. Bodega.
Gastos comunes $150.000.- incluyen agua caliente.

Edificio cuenta con acceso controlado.

Características propiedad
hall, loggia, cocina equipada

Características comunidad
accesos controlados

Estacionamientos y bodegas
Estacionamientos: 1
Bodegas: 1",...,05-08-2020,"Remodelado! Sport Francés, La Llavería, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
La Llavería
Compartir
Imprimir PDF",
2501,UF,12.000,UF 12.000,https://www.portalinmobiliario.com/MLC-539781162-departamento-en-venta-de-4-dorm-en-vitacura-_JM#position=43&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
140 m²","Superficie útil
120 m²","Dormitorios
4","Ambientes
4","Baños
4",,"Descripción
Se vende departamento en edificio casi nuevo año 2017 con vistas a la cordillera en excelente ubicación en Vitacura.
Características:
*Hall de entrada,
*Living comedor con salida a terraza
*Baño de visita
*Dormitorio principal en suite con salida a terraza
*Dos dormitorios que comparten un baño.
*Moderna cocina equipada, comedor de diario
*Dormitorio y baño de servicio.

Edificio con buen nivel de terminaciones:
*Ventanales termopanel
*Baranda de vidrio templado en la terraza
*Calefacción por losa radiante
*Muebles de cocina con cubierta de granito
El edificio tiene piscina, gimnasio, bicicleteros, sala de eventos y quincho.",...,05-08-2020,"Departamento Semi Nuevo/ 4 Dormitorios/ Mar Jónico/ Nilo Azul, Estadio Croata, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Estadio Croata
Compartir
Imprimir PDF",
2502,UF,15.800,UF 15.800,https://www.portalinmobiliario.com/MLC-539777285-departamento-en-venta-de-2-dorm-en-vitacura-_JM#position=44&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
390 m²","Superficie útil
200 m²","Dormitorios
2","Ambientes
2","Baños
4",,"Descripción
Se vende espectacular departamento dúplex con finas terminaciones en edificio muy moderno con jardín en Vitacura cercano a colegios, comercios y áreas verdes. Muy buena conectividad rápido acceso Av. Kennedy, a pasos de futura estación Metro L7.

Características:
*Amplio hall de entrada *Dormitorio principal en suite *Segundo dormitorio es parte del living pero podría quedar como era inicialmente como segundo dormitorio con baño *Gran dormitorio en primer piso con entrada independiente que se podría ocupar como sala de estar también, tiene salida a amplio jardín de 150 m2 en forma de L con terraza *Living y comedor con salida a terraza *4 baños *Cocina americana con mesón isla que tiene cubierta de silestone, la cocina viene equipada con refrigerador, lavavajillas, encimera inducción, campana, horno eléctrico y microondas suizos *Pisos de mármol *Puertas de vidrio y madera a techo. *Altura 2,60 m. *Ventanas de termopanel con perfilería de aluminio color plata brillante *Terrazas de gran tamaño. *Calefacción por losa radiante con termostatos por zonas. *Incluye 2 estacionamientos y bodega Instalaciones del edificio: *Sala de usos múltiples *Quincho/parrilla *Gimnasio *Áreas verdes comunes",...,05-08-2020,"Espectacular Dúplex Con Jardín En Vitacura / Colegio Alemán, Nuestra Señora Del Rosario, Vitacura","Volver al listado
...
...
...
...
Vitacura
Nuestra Señora del Rosario
Compartir
Imprimir PDF",
2503,UF,19.500,UF 19.500,https://www.portalinmobiliario.com/MLC-539776675-departamento-en-venta-de-4-dorm-en-vitacura-_JM#position=45&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
235 m²","Superficie útil
235 m²","Dormitorios
4","Ambientes
4","Baños
4",,"Descripción
Magnifico Penthouse. En último piso con amplia Terraza y Hermosa Vista despejada al poniente y Cerro Alvarado al norte, Excelentes terminaciones, con ventanales de Termopanel, piso madera, altura 2.45m.
El Living-Comedor se encuentran conectados, ambos muy grandes y luminosos con hermosa vista.cuenta con 4 dormitorios, 4 el dormitorio principal alfombrado, con 2 walking closet independientes, Baño principal con cubierta de mármol de doble vanitorio y Shower. Salida a Terraza privada con hermosa vista, los otros 2 dormitorios secundarios, con amplios closets, comparten un baño, el ultimo dormitorio es de servicio con baño propio. Cocina moderna con encimera de vitrocerámica, horno eléctrico y campana retráctil con amplia Logia.

Coordine su visita al +56 9 78788095 Martin Willson",Propiedades usadas,05-08-2020,"Magnifico Penthouse Exclusivo Con Vista Despejada, Vitacura","Volver al listado
...
Venta
Propiedades usadas
RM (Metropolitana)
Vitacura
Compartir
Imprimir PDF",
2504,UF,20.700,UF 20.700,https://www.portalinmobiliario.com/MLC-539774929-departamento-en-venta-de-5-dorm-en-vitacura-_JM#position=46&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
540 m²","Superficie útil
240 m²","Dormitorios
5","Ambientes
5","Baños
5",,"Descripción
ESPECTACULAR TOWNHOUSE NUEVO CON VISTAS DESPEJADAS EN CONDOMINIO SANTA TERESA
Características:
2°Piso: *Hall de entrada. *Baño de visitas. *Amplio living-comedor con salida a terraza con vista despejada. *Moderna cocina amoblada y equipada con comedor de diario. 1° Piso: *Dormitorio y baño de servicio. *Bodega y logia con entrada independiente desde el jardín. *1 dormitorios con baño en suite. *Sala de estar con salida a terraza, *Jardín *1 Escritorio.
3°Piso: *2 dormitorios que comparten un baño completo. *Dormitorio principal en suite con walk in closet, aire acondicionado y preciosa vista despejada.
Vale la pena visitar!!",...,05-08-2020,"Gran Oportunidad! Condominio Santa Teresa / Townhouse Nuevo, Lo Curro, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Lo Curro
Compartir
Imprimir PDF",
2505,UF,14.500,UF 14.500,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757170-espectacular-departamento-con-maravillosa-vista-el-arcangel-con-arturo-ureta-uda#position=47&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
249 m²","Superficie útil
211 m²","Dormitorios
4","Baños
4","Estacionamientos
2",,"Descripción
Estupendo e impecable departamento en piso 13, maravillosa vista asegurada al Norte, muy luminoso, dos departamentos por piso. Consta de palier, hall de entrada, baño de visitas, amplio living con salida a una rica terraza, conecta a un escritorio o tercer dormitorio, gran comedor con cocina americana impecable, loggia, pieza y baño de servicio de muy buen tamaño, hacia los dormitorios hay una puerta que separa de los recibos y nos encontramos con dos suite, la suite principal muy amplia con linda vista y terraza, la segunda suite de muy buen porte. El departamento incluye dos estacionamientos y una bodega. El edificio cuenta con sala de eventos y piscina ,seguridad 24/7
""PRECIO CONVERSABLE""

CONTACTO VERONICA DEL SANTE +56992272378
MAIL: VERONICA@VDSPROPIEDADES.CL

Estacionamientos y bodegas
Estacionamientos: 2
Bodegas: 1",...,05-08-2020,"Espectacular Departamento Con Maravillosa Vista / El Arcangel Con Arturo Ureta, Pío Xi, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Pío XI
Compartir
Imprimir PDF",
2506,UF,11.990,UF 11.990,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757165-la-llaveria-balaguer-uda#position=48&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
160 m²","Superficie útil
140 m²","Dormitorios
4","Baños
3",,,"Descripción
Excelente departamento en Balaguer muy luminoso con vista norte

Hall de entrada, living comedor con salida a amplia terraza.
Cocina remodelada con dormitorio de servicio y amplia loggia.
Tres dormitorios, principal en suite, y un baño.

Ventanas termopanel, piso flotante.
Edificio cuenta con piscina y áreas verdes.

Gastos comunes: 170.000
Contribuciones:270.000

Estacionamientos y bodegas
Estacionamientos: 2
Bodegas: 1",...,05-08-2020,"La Llaveria / Balaguer, La Llavería, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
La Llavería
Compartir
Imprimir PDF",
2507,UF,12.000,UF 12.000,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757101-estupendo-departamento-pio-xi-andres-de-vera-uda#position=49&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
155 m²","Superficie útil
135 m²","Dormitorios
3","Baños
3","Estacionamientos
2",,"Descripción
Excelente departamento, muy luminoso, nor-poniente, en muy buen estado. consta de hall de entrada, living comedor juntos con salida a una gran terraza, cocina con comedor de diario, logia, pieza y baño de servicio, hacia los dormitorios, esta el principal en suite con un estupendo walk in closet, dos dormitorios más de muy buen porte, cada uno con su baño, todas las piezas tienen salida a una terraza. Dos estacionamientos, bodega, el edificio cuenta con muchos estacionamientos de visita, piscina, sala de eventos.
SE RECIBEN OFERTAS


Verónica Del Sante +56992272378
veronica@vdspropiedades.cl


Características propiedad
alarma, comedor de diario, despensa, escritorio, hall, loggia, sala de estar, terraza con malla, cocina amoblada, cocina equipada, portón automático

Estacionamientos y bodegas
Estacionamientos: 2
Bodegas: 1",...,04-08-2020,"Estupendo Departamento Pio Xi / Andres De Vera, Pío Xi, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Pío XI
Compartir
Imprimir PDF",
2508,UF,11.200,UF 11.200,https://www.portalinmobiliario.com/MLC-539760839-san-damian-nueva-costanera-_JM#position=50&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702,"Superficie total
126 m²","Superficie útil
110 m²","Dormitorios
3","Ambientes
3","Baños
2","Estacionamientos
2","Descripción
3 DORMITORIOS , 2 ESTACIONAMIENTOS CON VISTA PANORÁMICA DESPEJADA EN EXCELENTE SECTOR VITACURA , CERCA A COSTANERA NORTE , AV. LAS CONDES , COLEGIOS , COMERCIO , CLÍNICA , UNIVERSIDADES .
Hall de acceso , living comedor con salida a terraza . Cocina equipada , comedor de diario y loggia .
Dos dormitorios amplios que comparten baño .
Dormitorio en suite con salida a terraza .
Dos estacionamientos y amplia bodega .
Edificio cuenta con piscina en último piso , quincho , sala de eventos , gimnasio , estacionamientos de visitas , seguridad .",...,04-08-2020,"San Damián / Nueva Costanera, Tabancura, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Tabancura
Compartir
Imprimir PDF",
