Unnamed: 0,PriceUnit,Price,item,link,fld0,fld1,fld2,fld3,fld4,fld5,Description,PropertyState,PublishedDate,Title,Section,Models
5007,UF,5.600,UF 5.600,https://www.portalinmobiliario.com/MLC-528598230-casa-en-venta-de-4-dormitorios-en-huechuraba-_JM#position=38&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
264 m²","Superficie útil
122 m²","Dormitorios
4","Ambientes
4","Baños
3",,"Descripción
Acogedora casa aislada de 2 pisos, en condominio con frente independiente y orientación Oriente-Poniente. En primer piso: Hall de entrada con closet, living y comedor separados, ambos con salida a terraza, 1 dormitorio con baño en suite y walk in closet, cocina equipada y comedor de diario, pieza y baño de servicio. En segundo piso: Sala de estar, 2 dormitorios, 1 baño. En exterior: Terraza con pérgola de madera, jardín formado, patio de servicio techado, antejardín y estacionamiento para 2 vehículos. Estacionamientos de visita al interior del condominio. Gastos comunes aproximados $ 30.000. Buena conectividad, cercana a Colegios, Supermercados y Centros Comerciales. Contactar a Adriana Mahnke, 97835789, amahnke@corredoresasociados.cl",...,20-05-2020,"Pedro Fontova, Pedro Fontova, Huechuraba","Volver al listado
...
...
...
RM (Metropolitana)
Huechuraba
Pedro Fontova
Compartir
Imprimir PDF",
5008,UF,21.000,UF 21.000,https://www.portalinmobiliario.com/MLC-528585820-casa-en-venta-de-5-dormitorios-en-huechuraba-_JM#position=39&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
800 m²","Superficie útil
270 m²","Dormitorios
5","Ambientes
5","Baños
5",,"Descripción
Espectacular casa en condominio Los Almendros, lado Colegio Saint George.
Hall de entrada, Living comedor con salida a terraza, baño de visitas.
Cuatro dormitorios y 3 baños, principal en suite.
Sala de estar.
Cocina con comedor de diario, pieza y baño de servicio.
Gran jardín con piscina y quincho.
Ademas cuenta con un taller u oficina.

Metraje es aproximado y entregado por el dueño

www.m4propiedades.cl",...,20-05-2020,"Condominio Los Almendros / Saint George, Bosques De La Pirámide, Huechuraba","Volver al listado
...
...
...
...
Huechuraba
Bosques de la Pirámide
Compartir
Imprimir PDF",
5009,UF,3.320,UF 3.320,https://www.portalinmobiliario.com/MLC-528583227-propiedad-en-lluta-los-caiquenes-_JM#position=40&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
120 m²","Superficie útil
80 m²","Dormitorios
4","Ambientes
4","Baños
2","Estacionamientos
2","Descripción
Casa con amplio living comedor, cocina completamente equipada con comedor de diario
baño de visitas.
cuenta con lavadero y pequeño patio techado,
cobertizo para dos autos y antejardin.
casa completamente remodelada,

Barrio completamente residencial, buenísima conectividad a 200 metros de estación de metro los libertadores

Tramitamos su crédito con cualquier entidad financiera de la plaza.
Coordine ya su visita y no pierda la oportunidad de ser propietario",...,20-05-2020,"Propiedad En Lluta / Los Caiquenes, Los Libertadores, Huechuraba","Volver al listado
...
...
...
...
Huechuraba
Los Libertadores
Compartir
Imprimir PDF",
5010,UF,9.300,UF 9.300,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5620388-condominio-los-maitenes-huechuraba-uda#position=41&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
325 m²","Superficie útil
135 m²","Dormitorios
4","Baños
3",,,"Descripción
CONDOMINIO LOS MAITENES DE HUECHURABA

FUSION INMOBILIARIA vende casa en prestigioso condominio en la Avenida El Roble
Primer piso:
Amplio recibidor, Escritorio, Baño de visitas, espacioso Living-Comedor en dos ambientes.
Dormitorio principal en suite (amplio baño y wolking closets)
Cocina equipada con comedor de diario. Logia. Dormitorio con baño y closets para servicio.
Segundo piso:
Sala (family room) que comunica con dos Dormitorios (posibilidad de ampliar a tercero), Baño. Closets y Bodega
Exterior:
Jardín consolidado, riego automático, Pérgola con terraza.
Acceso discreto para jardín y bodega exterior.
Calefacción por radiadores en todas las dependencias y sistema de agua caliente sanitaria independiente por zonas
Estacionamiento para dos autos y varios de visitas.
Condominio que goza de vigilancia las 24 horas y con GGCC bajos.
Superficie construida 132 m2 Terreno 325 m2
Valor de venta UF 9.300.-",...,19-05-2020,"Condominio Los Maitenes - Huechuraba, Pedro Fontova, Huechuraba","Volver al listado
...
...
...
RM (Metropolitana)
Huechuraba
Pedro Fontova
Compartir
Imprimir PDF",
5011,UF,8.100,UF 8.100,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5620288-condominio-el-almendro-detras-de-la-ciudad-empresarial-uda#position=42&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
100 m²","Superficie útil
120 m²","Dormitorios
4","Baños
3","Estacionamientos
2","Antigüedad
22 años","Descripción
Linda casa de ladrillo a la vista en condominio cerrado, detrás de la Ciudad Empresarial.
A través del jardín de cada casa se accede al área común, un espacio verde ideal para familias con niños pequeños, por la seguridad (no hay acceso desde la calle)
Primer piso: hall de acceso, a la izquierda un pequeño dormitorio que puede ser usado como escritorio o estar, baño de visita. Sala y comedor con piso de madera. Terraza y jardín. Cocina semi americana (porque tiene una ventana al comedor). Logia.
Segundo piso: dormitorio principal en suite, 2 dormitorios más y un tercer baño completo..
Tercer piso: Estar familiar

Recién pintada, con piso flotante nuevo en segundo y tercer piso. En el primer nivel el piso es de madera.
2 estacionamientos. Gastos comunes $90.000. Orientación Nor Oriente. Disponible de inmediato. Se aceptan animales.

Terminaciones
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros
Agua caliente: calefón


: 22

Características propiedad
lavadero interior, portón eléctrico, riego automático, terraza con techo, cocina amoblada, hall, portón automático

Características comunidad
áreas verdes, citófono, juegos infantiles

Gastos
Gastos comunes: $ 95.000
Contribuciones: $ 90.000

Otros suministros
internet, señal satelital, teléfono, tv cable, wi-fi",...,19-05-2020,"Condominio El Almendro (detrás De La Ciudad Empresarial), Bosques De La Pirámide, Huechuraba","Volver al listado
...
...
...
...
Huechuraba
Bosques de la Pirámide
Compartir
Imprimir PDF",
5012,UF,3.850,UF 3.850,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5618759-mall-plaza-norte-huechuraba-uda#position=43&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
195 m²","Superficie útil
72 m²","Dormitorios
2","Baños
2",,,"Descripción
Gran Casa Ampliada de 1 piso, a 5 minutos en auto del Mall Plaza Norte, con dos habitaciones y dos baños, con gran terreno. La vivienda original y la ampliación posterior es constituida por una estructura de Albañilería Armada, con divisiones interiores de tabiquería estucadas y pintadas. El cielo es estucado y pintado. Las puertas son de madera y ventanas simples con marcos de aluminio. Cuenta con artefactos sanitarios en buen estado. Los pavimentos en zona secas; con piso tipo cerámica. Los muros interiores en zonas secas son estucados y pintados. Los muros interiores en zonas húmedas revestidos con cerámica.
Venga a visitarla!!!.",...,18-05-2020,"Mall Plaza Norte / / Huechuraba, Los Libertadores, Huechuraba","Volver al listado
...
...
...
...
Huechuraba
Los Libertadores
Compartir
Imprimir PDF",
5013,UF,5.500,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5615304-en-condominio-frente-a-plaza-con-juegos-infantiles-uda#position=44&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
160 m²","Superficie útil
155 m²","Dormitorios
5","Baños
3","Estacionamientos
3",,"Descripción
Casa interior en Guanaco Norte, Condominio Cerrado, cuenta con 2 piscinas, Club House, Seguridad y guardia las 24 horas, cerco eléctrico, cámaras de seguridad, estacionamiento de visita, juegos infantiles
Gastos comunes aproximados $40.000

Casa de 3 pisos de material solido, aislada.

Características

1er Piso
Estacionamiento para dos autos
Hall de entrada, oficina, living y comedor separado, con cocina y comedor de diario. Baño de visitas
Patio trasero con terraza con pérgola y jardín formado, logia, quincho.

2do Piso
Dos dormitorios y baño amplio, más pieza principal en suite, con walking closet.

3er Piso
Con dos dormitorios con closet, sala de estar, bodega y aire acondicionado.

Nota El metraje es aproximado y sujeto a cambios

100-016",...,17-05-2020,"En Condominio Frente A Plaza Con Juegos Infantiles, Pedro Fontova, Huechuraba","Volver al listado
...
...
...
RM (Metropolitana)
Huechuraba
Pedro Fontova
Compartir
Imprimir PDF",
5014,UF,8.500,UF 8.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5549423-condominio-los-castanospedro-fontova-uda#position=45&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
332 m²","Superficie útil
140 m²","Dormitorios
4","Baños
4",,,"Descripción
Amplia casa en Condominio Los Castaños de Huechuraba.

Construida en el año 2007, con 140 m2 útiles y 332 m2 de terreno.
Tiene 3 pisos y cuenta con 4 dormitorios y 4 baños, además de sala de estar y una amplia cocina.
Tiene una linda terraza y piscina.
Espacio para estacionar 3 vehículos

Contribuciones: $221.000",...,17-05-2020,"Condominio Los Castaños / Pedro Fontova, Pedro Fontova, Huechuraba","Volver al listado
...
...
...
RM (Metropolitana)
Huechuraba
Pedro Fontova
Compartir
Imprimir PDF",
5015,UF,8.690,UF 8.690,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614962-excelente-y-amplia-propiedad-en-condominio-seguridad-las-24-horas-uda#position=46&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
267 m²","Superficie útil
170 m²","Dormitorios
4","Baños
5","Estacionamientos
2","Gastos comunes
95000 CLP","Descripción
AMPLIA PROPIEDAD, EN CONDOMINIO, AREAS VERDES, JUEGOS INFANTILES, ACCESOS CONTROLADOS, SEGURIDAD LAS 24 HORAS.

Primer piso: Hall de entrada, baño de visita, cocina amoblada y equipada, servicios completos, living comedor separados con puerta divisoria, logia cerrada y techada.

Segundo piso: Sala de estar, un baño completo, dos dormitorios uno de ellos en suite con walking closet.

tercer piso: Segunda sala de estar, dos amplios dormitorio, un baño completo.

Terraza con pergola, piscina, riego, estacionamiento descubierto para dos autos.

Características comunidad
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, juegos infantiles

Gastos
Contribuciones: $ 180.000
Gastos comunes: $ 95.000",...,16-05-2020,"Excelente Y Amplia Propiedad En Condominio, Seguridad Las 24 Horas!!, Pedro Fontova, Huechuraba","Volver al listado
...
...
...
RM (Metropolitana)
Huechuraba
Pedro Fontova
Compartir
Imprimir PDF",
5016,$,105.000.000,$ 105.000.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614808-lasana-6605-uda#position=47&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
210 m²","Superficie útil
110 m²","Dormitorios
5","Baños
2",,,"Descripción
Casa - GRAN OPORTUNIDAD LOS LIBERTADORES
Cómoda Casa en calle Lasana, 5 dormitorios dos baños, piso flotante, baño cocina y patio cerámico, entrada de auto, ante jardín cerámico.
Sector muy agradable limpio, tranquilo y silencioso.
Cercano a colegios, Parroquia, súper mercados, Mall Plaza Norte, a cuadras de autopista Los Libertadores, autopista Vespucio norte y ruta 5.
llamar a corredora Fanny Gonzalez: +56 9 87561476

Terminaciones
Piso baños: cerámica
Piso dormitorios: cerámica
Techos: pizarreño

Suministros
Agua caliente: calefón
Calefacción: otro


: 0

Características propiedad
antejardín, lavadero interior, living comedor separado, reja en ventanas, terraza con techo, cocina amoblada, cocina equipada

Características comunidad
juegos infantiles

Otros suministros
internet, teléfono, tv cable, wi-fi",...,16-05-2020,"Lasana 6605, Los Libertadores, Huechuraba","Volver al listado
...
...
...
...
Huechuraba
Los Libertadores
Compartir
Imprimir PDF",
5017,UF,5.920,UF 5.920,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614321-casa-en-sector-residencial-uda#position=48&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
200 m²","Superficie útil
140 m²","Dormitorios
4","Baños
3","Estacionamientos
2",,"Descripción
Casa ubicada en microbarrio con seguridad las 24 ha, plazas con juego infantiles, locomocion, supermercados, locales comerciales a una cuadra.
Caracteristicas
1er piso
Hall de acceso, cocina comedor, logia, dormitorio y baño de servicio, living comedor
Terraza con pergola
2° piso
Dormitorio principal con baño en suite y E.C.
Sala de estar amplia (con posibilidad a cerrarse y dejarbdormitorio amplio)
3° piso
Dos dormitorios con closets y baño

Los metrajes son aprox y sujetos a cambio
Te asesoramos con tu crédito hipotecario!",...,15-05-2020,"Casa En Sector Residencial!!!, Pedro Fontova, Huechuraba","Volver al listado
...
...
...
RM (Metropolitana)
Huechuraba
Pedro Fontova
Compartir
Imprimir PDF",
5018,UF,8.390,UF 8.390,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614192-impecable-en-condominio-estilo-chilena-amplias-areas-verdes-uda#position=49&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
330 m²","Superficie útil
140 m²","Dormitorios
4","Baños
4","Estacionamientos
2","Gastos comunes
68000 CLP","Descripción
EXCELENTE PROPIEDAD, ESTILO CHILENA, ÁREAS VERDES, JUEGOS INFANTILES, CERCANA A MÚLTIPLES SERVICIOS!!


Primer piso: Hall de entrada, living comedor separados, baño de visita, dormitorio principal en suite, escritorio o dormitorio de guagua, cocina remodelada, servicios completos.

Segundo piso: Sala de estar con terraza, un baño completo, dos amplios dormitorios.

TODA LA CASA CON PISO DE MADERA

Logia cerrada y techada, terraza con pergola, riego automático.

Estacionamiento para dos autos.



Características propiedad
antejardín, escritorio, living comedor separado, patio de servicio, pieza de servicio, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles

Gastos
Contribuciones: $ 215.000
Gastos comunes: $ 68.000",...,15-05-2020,"Impecable, En Condominio, Estilo Chilena, Amplias Áreas Verdes!, Pedro Fontova, Huechuraba","Volver al listado
...
...
...
RM (Metropolitana)
Huechuraba
Pedro Fontova
Compartir
Imprimir PDF",
5019,UF,8.500,UF 8.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5613773-excelente-casa-en-lindo-condominio-pv-uda#position=50&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2,"Superficie total
318 m²","Superficie útil
140 m²","Dormitorios
3","Baños
4",,,"Descripción
Excelente casa dentro de condominio!! Sector de Alta Demanda

Primer piso: Hall de acceso; living comedor separados; baño de visita; dormitorio principal en suite con gran walk in closet; cocina amoblada y equipada; comedor de diario; baño de servicio; loggia cerrada y techada.

Segundo piso: sala de estar; terraza; dos dormitorios; baño completo.

El Condominio cuenta con doble control de acceso; seguridad 24/7; gran parque central.

Características propiedad
antejardín, comedor de diario, living comedor separado, piscina, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad
accesos controlados, áreas verdes, estacionamiento de visitas",...,15-05-2020,"Excelente Casa, En Lindo Condominio !! Pv, Pedro Fontova, Huechuraba","Volver al listado
...
...
...
RM (Metropolitana)
Huechuraba
Pedro Fontova
Compartir
Imprimir PDF",
5020,UF,25.000,UF 25.000,https://www.portalinmobiliario.com/MLC-528598329-casa-en-venta-de-6-dorm-en-providencia-_JM#position=1&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce,"Superficie total
792 m²","Superficie útil
420 m²","Dormitorios
6","Ambientes
6","Baños
4",,"Descripción
Excelente ubicación y conectividad. A cuatro cuadras del Metro Estación Salvador y pasos del hospital. Uso preferentemente residencial y comercio restringido. Factibilidad de construcción en altura hasta 22 metros o siete pisos. Amplio hall de entrada, living y comedor separados, biblioteca. Construcción solida. Tres pisos mas subterraneo. Dormitorio principal con acceso a gran terraza techada y amplio walking closet. Sótano y bodega. Piscina, entrada de autos y amplia terraza techada en patio.
¡ Gran Plusvalía por su cercanía al nuevo Hospital Salvador !",...,20-05-2020,"Ricardo Matte Perez / Salvador, Salvador, Providencia","Volver al listado
...
...
...
RM (Metropolitana)
Providencia
Salvador
Compartir
Imprimir PDF",
