Unnamed: 0,PriceUnit,Price,item,link,fld0,fld1,fld2,fld3,fld4,fld5,Description,PropertyState,PublishedDate,Title,Section,Models
14989,UF,22.900,UF 22.900,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5699119-jardin-la-dehesa-uda#position=46&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac,"Superficie total
805 m²","Superficie útil
258 m²","Dormitorios
4","Baños
3",,,"Descripción
Casa de dos pisos. Hall de entrada, baño de visitas , living y comedor separados. Amplia cocina con isla. Dos dormitorios de servicio y baño. Amplio patio de servicio . Dormitorio principal en suite y dos dormitorios que comparten un baño. Segundo piso con sala de estar y un dormitorio en suite. Lindo jardín con piscina y terraza. Orientación norte. Estacionamiento para 4 autos.",...,04-07-2020,"Jardín La Dehesa, La Dehesa, Lo Barnechea","Volver al listado
...
...
...
RM (Metropolitana)
Lo Barnechea
La Dehesa
Compartir
Imprimir PDF",
14990,UF,20.000,UF 20.000,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5699081-el-arrayan-uda#position=47&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac,"Superficie total
1510 m²","Superficie útil
356 m²","Dormitorios
6","Baños
4",,,"Descripción
Casa ubicada en un gran entorno natural. Hall de entrada, baño de visitas, living y comedor separados. Cocina con comedor de. Lavadero interior y servicio completo. Piso superior, sala de estar con salida a la piscina. 2 dormitorios que comparten 1 baño. Otro dormitorio doble con baño en dormitorio en altillo. Dormitorio principal en suite con salida a la piscina. Bodega. Piso inferior dormitorio en suite.",...,04-07-2020,"El Arrayán, El Arrayán, Lo Barnechea","Volver al listado
...
...
...
RM (Metropolitana)
Lo Barnechea
El Arrayán
Compartir
Imprimir PDF",
14991,UF,19.000,UF 19.000,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5699061-el-arrayan-uda#position=48&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac,"Superficie total
820 m²","Superficie útil
237 m²","Dormitorios
4","Baños
3",,,"Descripción
Casa con vista privilegiada. Condominio cerrado y con conserje. Cuenta con dos funiculares para acceder a las casas. Hall de entrada, baño de visitas, living con salida a la terraza y comedor con concepto abierto unido a la cocina. Lavadero interior y servicio completo. Piso superior 2 dormitorios que comparten 1 baño y el dormitorio principal en suite con walk in closet. Piso inferior amplia sala de estar o dormitorio con baño. Jardín formado con piscina.",...,04-07-2020,"El Arrayán, El Arrayán, Lo Barnechea","Volver al listado
...
...
...
RM (Metropolitana)
Lo Barnechea
El Arrayán
Compartir
Imprimir PDF",
14992,UF,22.000,UF 22.000,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5698611-el-arrayan-uda#position=49&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac,"Superficie total
2200 m²","Superficie útil
377 m²","Dormitorios
4","Baños
4",,,"Descripción
Gran casa en un hermoso entorno natural, con hall de distribución, living comedor separados, cocina equipada, 4 dormitorios, 4 baños, piscina, servicios completos, bodega, una gran sala de estar separada de la casa con baño, un gran quincho con horno de pizza y otro de asado, estacionamientos para 4 autos.En el jardín una pequeña casa con un dormitorio y un baño",...,04-07-2020,"El Arrayán, El Arrayán, Lo Barnechea","Volver al listado
...
...
...
RM (Metropolitana)
Lo Barnechea
El Arrayán
Compartir
Imprimir PDF",
14993,UF,21.200,UF 21.200,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5698593-parque-del-sol-uda#position=50&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac,"Superficie total
913 m²","Superficie útil
250 m²","Dormitorios
4","Baños
3",,,"Descripción
Moderna casa estilo mediterráneo. Hall de entrada, escritorio/bar y baño de visita. Cocina con comedor de diario, servicio completo, lavadero exterior techado y patio de servicio. Medio piso más arriba está el dormitorio principal en suite con doble walk in closet. Segundo piso sala de estar 1 dormitorio en suite y otros 2 dormitorios que comparten un baño. Medio piso más arriba sala de estar/escritorio con acceso al walk in closet del dormitorio principal. Jardín en diferentes niveles. Terraza techada con iluminación led, fogón, quincho en obra, sector juegos infantiles y piscina. Toda la casa cuenta con termopanel y calefacción central por losa.",...,04-07-2020,"Parque Del Sol, El Huinganal, Lo Barnechea","Volver al listado
...
...
...
RM (Metropolitana)
Lo Barnechea
El Huinganal
Compartir
Imprimir PDF",
14994,UF,2.900,UF 2.900,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5436476-marin-uda#position=1&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af,"Superficie total
46 m²","Superficie útil
46 m²","Dormitorios
2","Baños
2",,,"Descripción
Vendo Departamento de 2 Dormitorios, 2 Baños y 1 puesto de estacionamiento, en calle Marín 395, su precio base para la venta es de 2.900 UF y se escuchan ofertas a partir de este precio. Es un departamento ideal para inversionistas, posee una ubicación excelente, en un conjunto residencial con una particular condición, posee patio interno con piscina, pérgolas y jardines muy ricos, conserjería 24 x 7, con estacionamientos de visita, sistema de cámaras de circuito cerrado, lavanderáia, quincho. El departamento posee 2 dormitorios cómodos y muy iluminados, con closet, y dormitorio principal con baño en suite con bañera. El baño de visita es completo con shower. La cocina es cerrada con gas de cañería, living comedor con balcon orientación sur despejada.",...,19-02-2020,"Marín, Los Quillayes, La Florida","Volver al listado
...
...
...
RM (Metropolitana)
La Florida
Los Quillayes
Compartir
Imprimir PDF",
14995,$,85.000.000,$ 85.000.000,https://www.portalinmobiliario.com/MLC-520478963-propiedad-en-se-vende-deptometro-san-joaquin-vicuna-mackenna-_JM#position=2&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af,"Superficie total
45 m²","Superficie útil
45 m²","Dormitorios
2","Ambientes
2","Baños
1","Estacionamientos
1","Descripción
* Precio de venta $ 85.000.000
* Descripción Dos dormitorios+ un baño ( estacionamiento y bodega)

Detalle:
* Living-comedor con salida a terraza
* Cocina americana
* Gastos comunes $ 50.000 aprox
* Quinto piso y orientación norte
* Dos dormitorios
* Un baño

Areas comunes
* Piscina
* Gym
* Sala de eventos


Interesados enviar al correo
* Nombre
* Rut
* Celular",Propiedades usadas,18-02-2020,"Propiedad En Se Vende Depto+metro San Joaquin- Vicuña Mackenna, La Florida","Volver al listado
...
...
Propiedades usadas
RM (Metropolitana)
La Florida
Compartir
Imprimir PDF",
14996,$,75.000.000,$ 75.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5433966-barcelonapudeto-uda#position=3&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af,"Superficie total
49 m²","Superficie útil
45 m²","Dormitorios
2","Baños
2",,,"Descripción
www.procasa.cl MAURICIO PINO PROPIEDADES. CÓDIGO 45183. VENDE DEPARTAMENTO DE 2 DORMITORIOS, 2 BAÑOS. LIVING COMEDOR CON TERRAZA, COCINA CON LOGIA CON CONEXIÓN A LAVADORA. UBICADO A PASOS DEL METRO MIRADOR Y CENTRO COMERCIAL. Increíble inmueble en primer piso en excelente estado, con 5 años de antigüedad, living comedor, cocina, dormitorio en suite, dormitorio y baño. Edificio con bellas áreas verdes, piscina, gimnasio, sala de evento, A 3 minutos de Centro Comercial Mall Florida Center y METRO. Cercano a servicios, colegios y supermercados. Gastos comunes de $55.000 aprox.- Contribuciones DE $16.500 aprox.-",...,18-02-2020,"Barcelona / Pudeto, Plaza Vespucio, La Florida","Volver al listado
...
...
...
RM (Metropolitana)
La Florida
Plaza Vespucio
Compartir
Imprimir PDF",
14997,$,69.000.000,$ 69.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5333674-av-la-florida-real-pontevedra-uda#position=4&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af,"Superficie total
72 m²","Superficie útil
72 m²","Dormitorios
3","Baños
1",,,"Descripción
Buen Depto en primer piso, orientacion ORIENTE, excelente sector, Futura linea del Metro, locomoción, consta de : Cómodos Recibos, tres dormitorios grandes, closet de pasillo, closet de ropa blanca, Dormitorio ppal de muy buen tamaño con closet, Baño completo con cerámicas en los muros, Cocina grande amoblada, logia para habilitar
Jardines, protecciones en todas las ventanas, muy privado
SIN pago de contribuciones
Gastos comunes $ 14.000
Ideal modernizar
Comercio en general muy cercano, Supermercado, Colegios,
EXCELENTE OPORTUNIDAD!!!!!",Propiedades usadas,13-02-2020,"Av La Florida / Real Pontevedra, La Florida","Volver al listado
...
...
Propiedades usadas
RM (Metropolitana)
La Florida
Compartir
Imprimir PDF",
14998,$,35.000.000,$ 35.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5295563-tobalaba-walker-martinez-uda#position=5&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af,"Superficie total
43 m²","Superficie útil
43 m²","Dormitorios
2","Baños
1",,,"Descripción
EXCELENTE UBICACIÓN

Cerca de Tobalaba y Walker Martínez.
A pasos del Parque Quebrada Macul.
Cerca de supermercados, farmacias, colegios, ...


Con Patio Trasero
2 Habitaciones
1 Baño
Sala/comedor
Cocina",...,13-02-2020,"Tobalaba / Walker Martínez, Lo Cañas - Alto Macul, La Florida","Volver al listado
...
...
...
...
La Florida
Lo Cañas - Alto Macul
Compartir
Imprimir PDF",
