Unnamed: 0,PriceUnit,Price,item,link,fld0,fld1,fld2,fld3,fld4,fld5,Description,PropertyState,PublishedDate,Title,Section,Models
12491,UF,2.350,UF 2.350,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5528323-toro-mazotte-110-uda#position=20&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
38 m²","Superficie útil
35 m²","Dormitorios
2","Baños
1",,,"Descripción
Se vende Departamento casi Nuevo de 2 dormitorios 1 baño, ubicado en el piso 19
Encimera y horno eléctrico, campana, termo eléctrico de agua caliente, piso de porcelanato, marco de ventana en PVC, muebles en Melamina.
Cuenta con conexión de lavadora.
El edificio esta equipado con: Gimnasio, Portón vehicular eléctrico, Terraza, mirador con vista panorámica y quinchos. Lavandería y Sala de Multiuso.
A pasos del metro San Alberto Hurtado, Mall Vivo, Clínicas, etc.

Terminaciones
Piso baños: cerámica

Suministros
Agua caliente: termo

Características propiedad
cocina americana, loggia, cocina amoblada

Características comunidad
accesos controlados, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, portón eléctrico, quincho, sala de eventos

Para dudas y consultas contactar a:

Fabián Berríos Huerta
whatsapp +56963185958
correo bhpropiedadescorredores@gmail.com",...,25-03-2020,"Toro Mazotte 110, San Alberto Hurtado, Estación Central","Volver al listado
...
...
...
...
Estación Central
San Alberto Hurtado
Compartir
Imprimir PDF",
12492,$,72.000.000,$ 72.000.000,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5197406-titan-4900-uda#position=21&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
54 m²","Superficie útil
50 m²","Dormitorios
2","Baños
2",,,"Descripción
Cómodo departamento living- comedor, terraza, piso flotante,cocina americana equipada con loggía, conexión a lavadora, 2 dormitorios, baño completo en suite, 2do. baño también completo estacionamiento subterráneo amplio, rodeado de lindos jardínes, juegos de niños, piscina, quinchos, conserjería 24 hrs., muy buena seguridad, cámaras circuito cerrado. sala multiuso. Piso 13, Orientación Poniente.

Estacionamientos y bodegas
Estacionamientos: 1",...,25-03-2020,"Titan 4900, Estación Central","Volver al listado
...
...
...
RM (Metropolitana)
Estación Central
Compartir
Imprimir PDF",
12493,$,90.000.000,$ 90.000.000,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5528119-calle-cuadro-verdeav-gladys-marin-uda#position=22&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
76 m²","Superficie útil
72 m²","Dormitorios
3","Baños
2",,,"Descripción
LINDO DEPARTAMENTO EN ESTACION CENTRAL
ATENCION PRECIO REBAJADO!!!
VALE LA PENA VISITAR!!

EL departamento cuenta 76 mts2 totales y 72 construidos y 2 terrazas, 3 dormitorios, uno en suite y los otros dos son amplios del mismo tamaño con closet. 2 baños, cocina cerrada equipada, logia con conexión a lavadora. Living comedor amplio con linda vista. No tiene ni estacionamiento ni bodega, se puede arrendar estacionamiento por $50.000.
El condominio tiene minimarket, jardín infantil, sala de eventos, gimnasio, quinchos, estacionamientos de visitas, sauna, amplios jardines, seguridad las 24 horas, con una portería general que filtra el ingreso peatonal y de vehículos. Y luego cada torre con su conserjería, que vuelve a filtrar el ingreso de personas al edificio.
Se ubica en piso 5
Gasto común: $70.000
Contribuciones: $55.000
MUY BUEN PRECIO $ 95.000.000
VENDE VIP HOUSE PROPIEDADES",...,25-03-2020,"Calle Cuadro Verde / Av. Gladys Marin,, Metro Pajaritos, Estación Central","Volver al listado
...
...
...
...
Estación Central
Metro Pajaritos
Compartir
Imprimir PDF",
12494,UF,1.935,UF 1.935,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/9515-edificio-alto-los-nogales-nva#position=23&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"m² útiles:
32.52 - 52.37","Dormitorios:
1 - 2","Baños:
1","Estado del proyecto:
Venta en verde","Fecha de entrega:
Mayo 2021",,"Descripción
Edificio ubicado en la comuna de Estación Central, a 3 cuadras de Metro Ecuador, zona de gran desarrollo inmobiliario.

Características y terminaciones: piso de porcelanato en living comedor, cocina, dormitorios y baño. Piso cerámico en terraza. Cocina equipada con campana, encimera y horno eléctrico. Muebles en melamina. Baño con lavamanos tipo vanitorio, tina de acero esmaltado blanco.

Equipamiento comunitario: sala de eventos, quincho, zona de juegos para niños y zona deportiva. Estacionamiento exclusivos para departamentos de 2 dormitorios y 1 baño.

* Valor no incluye bodega, ni estacionamiento.",...,25-03-2020,Proyecto Edificio Alto Los Nogales,"Volver al listado
...
...
...
...
Estación Central
Metro Ecuador
Compartir
Imprimir PDF","32.52 m² totales
1 dormitorios
1 baños"
12495,UF,1.650,UF 1.650,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5527257-maria-rozas-velasquez-65-uda#position=24&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
27 m²","Superficie útil
27 m²","Dormitorios
1","Baños
1",,,"Descripción
Metro Ecuador
Metro Las Rejas
Hermoso Departamento
Supermercados
Movilización
Bancos
1 Dormitorios
1 Baños
27 Metros Contruidos
27.000.-Gastos Comunes
Exento de Contribuciones
Piso 7",...,25-03-2020,"María Rozas Velásquez 65, Estación Central","Volver al listado
...
...
...
RM (Metropolitana)
Estación Central
Compartir
Imprimir PDF",
12496,UF,2.800,UF 2.800,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5526044-metro-universidad-de-santiago-uda#position=25&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
43.13 m²","Superficie útil
40.93 m²","Dormitorios
2","Baños
1","Gastos comunes
50000 CLP",,"Descripción
APROVECHE ULTIMA UNIDAD, DEPARTAMENTO ESTILO MARIPOSA!!!...
Muy buena conectividad, y ubicación. Departamento muy iluminado, de 2 dormitorios con una excelente distribución, un baño completo, piso cerámico en living comedor y balcón, cocina integrada y equipada con horno, encimera y campana, full electric, con termo para agua caliente y estacionamiento. Agende su visita al siguiente contacto.

SANDRA GONZALEZ QUIÑONES
GESTOR INMOBILIARIO
+569 58848897

Terminaciones
Piso baños: cerámica

Características propiedad
cocina amoblada, cocina equipada

Características comunidad
accesos controlados, estacionamiento de visitas, gimnasio, quincho, sala de eventos

Gastos
Gastos comunes: $ 50.000

Estacionamientos y bodegas
Estacionamientos: 1",...,24-03-2020,"Metro Universidad De Santiago, Universidad De Santiago, Estación Central","Volver al listado
...
...
...
...
Estación Central
Universidad de Santiago
Compartir
Imprimir PDF",
12497,UF,2.600,UF 2.600,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5511854-titan-4870-uda#position=26&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
59 m²","Superficie útil
59 m²","Dormitorios
2","Baños
1","Gastos comunes
45000 CLP",,"Descripción
Metro Las Rejas
Hermoso Departamento Estación Central
Mutual de Seguridad
Supermercados
Movilización
Bancos
Estado Excelente
2 Dormitorios
1 Baño
1 Estacionamiento
$45.000.- Gastos Comunes


Gastos
Gastos comunes: $ 45.000

Estacionamientos y bodegas
Estacionamientos: 1",...,16-03-2020,"Titan 4870, Estación Central","Volver al listado
...
...
...
RM (Metropolitana)
Estación Central
Compartir
Imprimir PDF",
12498,$,65.000.000,$ 65.000.000,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5508867-san-alberto-hurtado-ecuador-uda#position=27&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
59 m²","Superficie útil
57 m²","Dormitorios
2","Baños
2","Gastos comunes
57000 CLP",,"Descripción
VENTA VENTA VENTA

2 DOR 2 BAÑOS SIN ESTAC Y SIN BODEGA

GASTO COMUN 35.000

Excelente departamento se destaca por su equipamiento comunitario con piscina, quincho para asados, juegos infantiles, un salón multiuso, lavandería y un gimnasio equipado. Además brinda seguridad a través de un acceso peatonal con huella digital y cámaras de circuito cerrado de TV. Tiene también un innovador sistema eco eficiente que permite ahorrar hasta un 30% en las cuentas domiciliarias.
Orientación ORIENTE en piso 20. Living comedor con terraza, cocina americana, home office, termo y conexión para lavadora. Citófono y alarma conectada a la conserjería. No cuenta con estacionamiento ni bodega. Los gastos comunes son de $ 35.000.- Las contribuciones son de $ 22.000.- En los espacios comunes cuenta con piscina, quincho, lavandería, sala de eventos, conserjería las 24 horas y CCTV. Tiene muy buena conectividad, a pasos de la estación de metro San Alberto Hurtado, y locomoción en general. Cercano a Supermercado Lider y todo tipo de comercio

*** AGENDAR HORA PARA VISITAR ***

Terminaciones
Piso baños: cerámica
Piso dormitorios: alfombra

Suministros
Agua caliente: termo
Calefacción: eléctrica

Características propiedad
cocina americana, cocina amoblada, cocina equipada

Características comunidad
accesos controlados, circuito cerrado de tv, citófono, gimnasio, juegos infantiles, panel solar, piscina, portón eléctrico, quincho, sala de eventos

Gastos
Gastos comunes: $ 57.000

Otros suministros
internet, señal satelital, teléfono, tv cable, wi-fi",...,15-03-2020,"San Alberto Hurtado / Ecuador, Estación Central","Volver al listado
...
...
...
RM (Metropolitana)
Estación Central
Compartir
Imprimir PDF",
12499,UF,1.900,UF 1.900,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5507103-metro-san-alberto-hurtado-uda#position=28&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
33 m²","Superficie útil
33 m²","Dormitorios
1","Baños
1",,,"Descripción
Atención Inversionista, excelente departamento studio, Ubicado en la creciente comuna de Estación Central, cercano a estación de metro Universidad de Santiago, se levanta como una excelente alternativa para vivir conectado a todo, supermercado Líder, terminal de buses, comercio, autopista.

Opcional estacionamiento UF 350",...,13-03-2020,"Metro San Alberto Hurtado, Universidad De Santiago, Estación Central","Volver al listado
...
...
...
...
Estación Central
Universidad de Santiago
Compartir
Imprimir PDF",
12500,UF,1.980,UF 1.980,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5503743-nicasio-retamales-115-departamento-1813-uda#position=29&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb,"Superficie total
33 m²","Superficie útil
30 m²","Dormitorios
1","Baños
1","Gastos comunes
45 CLP",,"Descripción
Departamento en Venta, Orientación NORTE en Estación Central a 3 cuadras de Metro San Alberto Hurtado, cercano a Clínicas, Mall, Universidades, Supermercados, Centros Culturales.
Dirección Nicasio Retamales 115 / Torre Sur / Estación Central


CARACTERISTICAS DEL DEPARTAMENTO:
1 Dormitorio + 1 Baño
Cocina equipada con horno, campana y Encimera de cristal vitrocerámico.
Cubierta de granito en cocina y baño.
Piso fotolaminado en estar y dormitorio.
Estufa eléctrica en living y dormitorio
Piso y muro de cerámica en baños.
Luz natural en baño
Espacio equipado para lavadora.
Sin vecinos a ambos lados
Walk in closet
Rieles para cortinas y Lámparas instaladas


CARACTEISTICAS DEL EDIFICIO:
Piscina, Salas multiuso equipadas, Sala de eventos, Quinchos, Gimnasios equipados, Bicicletero, Hall de acceso de doble altura,
Luz natural en todos los pasillos comunes.


Terminaciones
Piso baños: cerámica
Piso dormitorios: piso flotante

Suministros
Agua caliente: central agua caliente
Calefacción: eléctrica

Características propiedad
alarma, cocina americana, comedor de diario, cocina amoblada, cocina equipada

Características comunidad
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, gimnasio, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos

Gastos
Gastos comunes: $ 45",...,13-03-2020,"Nicasio Retamales 115 - Departamento 1813, Universidad De Santiago, Estación Central","Volver al listado
...
...
...
...
Estación Central
Universidad de Santiago
Compartir
Imprimir PDF",
